19demarzo/19demarzo_0000.wav|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|5.88
bailen/bailen_3220.wav|Esta manana recibio la senora un propio de la marquesa de Leiva anunciando que su Excelencia con la condesa con la senorita Ines y el senor marques salen de Cordoba para Madrid a donde los llama un negocio de mucho interes para las dos familias.|Esta manana recibio la senora un propio de la marquesa de Leiva anunciando que su Excelencia con la condesa con la senorita Ines y el senor marques salen de Cordoba para Madrid a donde los llama un negocio de mucho interes para las dos familias.|16.02
bailen/bailen_3221.wav|-El camino no esta para viajes Sr. D. Paco.|-El camino no esta para viajes Senor Don Paco.|3.55
bailen/bailen_3222.wav|-Vienen por Mengibar y anuncian que de estanoche a manana llegaran a casa donde piensan detenerse algunos dias no solo para tomar descanso sino para que ambas familias se conozcan y traten pues son ramas que van a injertarse formando un solo arbol frondoso que eche profundas raices en el suelo de la Nacion|-Vienen por Mengibar y anuncian que de estanoche a manana llegaran a casa donde piensan detenerse algunos dias no solo para tomar descanso sino para que ambas familias se conozcan y traten pues son ramas que van a injertarse formando un solo arbol frondoso que eche profundas raices en el suelo de la Nacion|17.65
bailen/bailen_3223.wav|y de sombra a numerosa e ilustre prole. -Si -dije- ya se que el senorito se casa...|y de sombra a numerosa e ilustre prole. -Si -dije- ya se que el senorito se casa...|8.93
bailen/bailen_3224.wav|-¡Ay! ¡Donde estara ese Juan enreda de D. Diego!... Si se casa. He visto el retrato de la senorita Ines que es un portento de hermosura.|-¡Ay! ¡Donde estara ese Juan enreda de Don Diego!... Si se casa. He visto el retrato de la senorita Ines que es un portento de hermosura.|9.45
bailen/bailen_3225.wav|Pues si: la nina no queria salir del convento aunque se lo predicaran frailes teatinos pero yo no se|Pues si: la nina no queria salir del convento aunque se lo predicaran frailes teatinos pero yo no se|6.97
bailen/bailen_3226.wav|Pues si: la nina no queria salir del convento aunque se lo predicaran frailes teatinos pero yo no se|Pues si: la nina no queria salir del convento aunque se lo predicaran frailes teatinos pero yo no se|6.97
bailen/bailen_3227.wav|Lo cierto es que ha pedido salir del convento con gran regocijo de sus parientes y ahora marchan todos a Madrid para las diligencias de la legitimacion|Lo cierto es que ha pedido salir del convento con gran regocijo de sus parientes y ahora marchan todos a Madrid para las diligencias de la legitimacion|9.14
bailen/bailen_3228.wav|porque ya sabes tu que... -Si habia entendido que esa joven era hija de la senora condesa. -¡Calla deslenguado procaz!|porque ya sabes tu que... -Si habia entendido que esa joven era hija de la senora condesa. -¡Calla deslenguado procaz!|8.98
bailen/bailen_3229.wav|¡Que has dicho! La senora condesa prima de mi senora habia de tener semejantes tapujos. No hay tal cosa chiquillo desvergonzado.|¡Que has dicho! La senora condesa prima de mi senora habia de tener semejantes tapujos. No hay tal cosa chiquillo desvergonzado.|8.79
bailen/bailen_3230.wav|La senorita Ines es hija de una dama extranjera que ya no existe y que florecio hace quince anos en la corte dando que hablar por sus amores con un celebre caballero de esta ilustre familia.|La senorita Ines es hija de una dama extranjera que ya no existe y que florecio hace quince anos en la corte dando que hablar por sus amores con un celebre caballero de esta ilustre familia.|12.0
bailen/bailen_3231.wav|¿Sabes quien es el padre de dona Ines? Pues no es otroque ese espejo de los diplomaticos|¿Sabes quien es el padre de dona Ines? Pues no es que ese espejo de los diplomaticos|5.36
bailen/bailen_3232.wav|ese discretisimo hermano de la senora marquesa de Leiva el cual ha reconocido a la muchacha por hija suya y ahora se apresura a legitimarla por autorizacion real|ese discretisimo hermano de la senora marquesa de Leiva el cual ha reconocido a la muchacha por hija suya y ahora se apresura a legitimarla por autorizacion real|9.35
bailen/bailen_3233.wav|para que entre en posesion del mayorazgo cuando Dios se sirva llamar a su seno a la senora marquesa de Leiva. -¡Que bien lo han compuesto todo!|para que entre en posesion del mayorazgo cuando Dios se sirva llamar a su seno a la senora marquesa de Leiva. -¡Que bien lo han compuesto todo!|9.61
bailen/bailen_3234.wav|-exclame sin poder contener la expresion de mi asombro. -¿Como compuesto? Mi senora me ha participado esta manana lo que acabo|-exclame sin poder contener la expresion de mi asombro. -¿Como compuesto? Mi senora me ha participado esta manana lo que acabo|8.77
bailen/bailen_3235.wav|¡Ah! Ese sin par diplomatico que tanta fama tiene en todas las cortes de Europa ha dado una prueba de caballerosidad poniendo su nombre a ese fruto de sus iracundas fogosidades juveniles|¡Ah! Ese sin par diplomatico que tanta fama tiene en todas las cortes de Europa ha dado una prueba de caballerosidad poniendo su nombre a ese fruto de sus iracundas fogosidades juveniles|10.91
bailen/bailen_3236.wav|abandonado hasta hoy y que en lo sucesivo descollara cual arbusto lozano en el pensil de la sociedad espanola... Pero ese D. Diego...|abandonado hasta hoy y que en lo sucesivo descollara cual arbusto lozano en el pensil de la sociedad espanola... Pero ese Don Diego...|8.49
bailen/bailen_3237.wav|¿En donde esta D. Diego? Hablemos al general en jefe... preguntemos a esos soldados...|¿En donde esta Don Diego? Hablemos al general en jefe... preguntemos a esos soldados...|5.89
bailen/bailen_3238.wav|Diga Vd. heroe de este dia que se anotara en los fastos de la historia con piedra blanca albo notanda lapillo|Diga Usted heroe de este dia que se anotara en los fastos de la historia con piedra blanca albo notanda lapillo|7.7
bailen/bailen_3239.wav|oiga Vd. ¿ha visto Vd. por casualidad a D. Diego?|oiga Usted ¿ha visto Usted por casualidad a Don Diego?|4.18
batalla_arapiles/batalla_arapiles_0000.wav|||6.54
batalla_arapiles/batalla_arapiles_0001.wav|||6.62
batalla_arapiles/batalla_arapiles_0002.wav|||8.13
batalla_arapiles/batalla_arapiles_0003.wav|Las siguientes cartas supliendo ventajosamente mi narracion me permitiran descansar un poco.|Las siguientes cartas supliendo ventajosamente mi narracion me permitiran descansar un poco.|7.7
batalla_arapiles/batalla_arapiles_0004.wav|Madrid catorce de marzo. Querido Gabriel: Si no has sido mas afortunado que yo lucidos estamos.|Madrid catorce de marzo. Querido Gabriel: Si no has sido mas afortunado que yo lucidos estamos.|7.79
batalla_arapiles/batalla_arapiles_0005.wav|De mis averiguaciones no resulta hasta ahora otra cosa que la triste certidumbre de que el comisario de policia no esta ya en esta corte|De mis averiguaciones no resulta hasta ahora otra cosa que la triste certidumbre de que el comisario de policia no esta ya en esta corte|7.95
batalla_arapiles/batalla_arapiles_0006.wav|ni presta servicio a los franceses ni a nadie como no sea al demonio.|ni presta servicio a los franceses ni a nadie como no sea al demonio.|5.96
batalla_arapiles/batalla_arapiles_0007.wav|Despues de su excursion a Guadalajara pidio licencia abandono luego su destino y al presente nadie sabe de el.|Despues de su excursion a Guadalajara pidio licencia abandono luego su destino y al presente nadie sabe de el.|7.8
batalla_arapiles/batalla_arapiles_0008.wav|Quien le supone en Salamanca su tierra natal quien en Burgos o en Vitoria|Quien le supone en Salamanca su tierra natal quien en Burgos o en Vitoria|5.05
batalla_arapiles/batalla_arapiles_0009.wav|y algunos aseguran que ha pasado a Francia antiguo teatro de sus criminales aventuras.|y algunos aseguran que ha pasado a Francia antiguo teatro de sus criminales aventuras.|6.46
batalla_arapiles/batalla_arapiles_0010.wav|¡Ay hijo mio para que habra hecho Dios el mundo tan grande tan sumamente grande que en el no es posible encontrar el bien que se pierde!|¡Ay hijo mio para que habra hecho Dios el mundo tan grande tan sumamente grande que en el no es posible encontrar el bien que se pierde!|9.91
batalla_arapiles/batalla_arapiles_0011.wav|Esta inmensidad de la creacion solo favorece a los pillos que siempre encuentran donde ocultar el fruto de sus rapinas.|Esta inmensidad de la creacion solo favorece a los pillos que siempre encuentran donde ocultar el fruto de sus rapinas.|8.47
batalla_arapiles/batalla_arapiles_0012.wav|Mi situacion aqui ha mejorado un poco. He capitulado amigo mio|Mi situacion aqui ha mejorado un poco. He capitulado amigo mio|4.27
batalla_arapiles/batalla_arapiles_0013.wav|he escrito a mi tia contandole lo ocurrido en Cifuentes y el jefe de mi ilustre familia me demuestra en su ultima carta que tiene lastima de mi.|he escrito a mi tia contandole lo ocurrido en Cifuentes y el jefe de mi ilustre familia me demuestra en su ultima carta que tiene lastima de mi.|8.95
batalla_arapiles/batalla_arapiles_0014.wav|El administrador ha recibido orden de no dejarme morir de hambre. Gracias a esto y al buen surtido de mi antiguo guarda-ropas|El administrador ha recibido orden de no dejarme morir de hambre. Gracias a esto y al buen surtido de mi antiguo guarda-ropas|7.97
batalla_arapiles/batalla_arapiles_0015.wav|la pobre condesa no pedira limosna por ahora.|la pobre condesa no pedira limosna por ahora.|4.32
batalla_arapiles/batalla_arapiles_0016.wav|He tratado de vender las alhajas los encajes los tapices y otras prendas no vinculadas pero nadie las quiere comprar.|He tratado de vender las alhajas los encajes los tapices y otras prendas no vinculadas pero nadie las quiere comprar.|8.4
batalla_arapiles/batalla_arapiles_0017.wav|En Madrid no hay una peseta y cuando el pan esta a catorce y diez y seis reales figurate quien tendra humor para comprar joyas.|En Madrid no hay una peseta y cuando el pan esta a catorce y diez y seis reales figurate quien tendra humor para comprar joyas.|9.46
batalla_arapiles/batalla_arapiles_0018.wav|Si esto sigue llegara dia en que tenga que cambiar todos mis diamantes por una gallina.|Si esto sigue llegara dia en que tenga que cambiar todos mis diamantes por una gallina.|6.88
batalla_arapiles/batalla_arapiles_0019.wav|Para que comprendas cuan glorioso porvenir aguarda a mi historica casa uno de los astros mas brillantes del cielo de esta gran monarquia|Para que comprendas cuan glorioso porvenir aguarda a mi historica casa uno de los astros mas brillantes del cielo de esta gran monarquia|8.1
batalla_arapiles/batalla_arapiles_0020.wav|me bastara decirte que el pleito entre nuestra familia y la de Rumblar se ha entablado ya|me bastara decirte que el pleito entre nuestra familia y la de Rumblar se ha entablado ya|5.59
batalla_arapiles/batalla_arapiles_0021.wav|y la cancilleria de Granada ha dado a luz con este motivo una montana de papel sellado|y la cancilleria de Granada ha dado a luz con este motivo una montana de papel sellado|5.06
batalla_arapiles/batalla_arapiles_0022.wav|que si Dios no lo remedia crecera hasta lo sumo y nuestros nietos veranla con cimas mas altas que las de la misma Sierra Nevada.|que si Dios no lo remedia crecera hasta lo sumo y nuestros nietos veranla con cimas mas altas que las de la misma Sierra Nevada.|9.73
batalla_arapiles/batalla_arapiles_0023.wav|La de Rumblar se engolfa con delicia en este mar de jurisprudencia. Me parece que la veo.|La de Rumblar se engolfa con delicia en este mar de jurisprudencia. Me parece que la veo.|6.44
batalla_arapiles/batalla_arapiles_0024.wav|Convertiria el linaje humano en jueces escribas alguaciles y roe-pandectas|Convertiria el linaje humano en jueces escribas alguaciles y roe-pandectas|5.85
batalla_arapiles/batalla_arapiles_0025.wav|para que todo cuanto respira pudiese entender en su cuita.|para que todo cuanto respira pudiese entender en su cuita.|5.2
batalla_arapiles/batalla_arapiles_0026.wav|El licenciado Lobo que frecuentemente me visita con el doble objeto de ilustrarme en mi asunto y de pedirme una limosna|El licenciado Lobo que frecuentemente me visita con el doble objeto de ilustrarme en mi asunto y de pedirme una limosna|7.37
batalla_arapiles/batalla_arapiles_0027.wav|(hoy en Madrid la piden los altos servidores del Estado) me ha dicho que en el tal pleito hay materia para un ratito es decir|hoy en Madrid la piden los altos servidores del Estado  me ha dicho que en el tal pleito hay materia para un ratito es decir|8.89
batalla_arapiles/batalla_arapiles_0028.wav|que no pasara un par de siglos mal contados sin que la sala de su sentencia o un auto para mejor proveer que es el colmo de las delicias.|que no pasara un par de siglos mal contados sin que la sala de su sentencia o un auto para mejor proveer que es el colmo de las delicias.|9.5
batalla_arapiles/batalla_arapiles_0029.wav|Me asegura tambien el susodicho Lobo que si nos obstinamos en transmitir a Ines los derechos mayorazguiles es facil que perdamos el litigio dentro de algunos meses|Me asegura tambien el susodicho Lobo que si nos obstinamos en transmitir a Ines los derechos mayorazguiles es facil que perdamos el litigio dentro de algunos meses|8.96
batalla_arapiles/batalla_arapiles_0030.wav|pues para perder no es preciso esperar siglos.|pues para perder no es preciso esperar siglos.|3.8
batalla_arapiles/batalla_arapiles_0031.wav|Las informalidades que hubo en el reconocimiento y la indiscrecion de mi pobre tio que ya bajo al sepulcro|Las informalidades que hubo en el reconocimiento y la indiscrecion de mi pobre tio que ya bajo al sepulcro|6.43
batalla_arapiles/batalla_arapiles_0032.wav|ponen a nuestra heredera en muy mala situacion para reclamar su mayorazgo. Nuestro papel se reduce hoy segun Lobo|ponen a nuestra heredera en muy mala situacion para reclamar su mayorazgo. Nuestro papel se reduce hoy segun Lobo|7.78
